Bankrupt, ROA(B) before interest and depreciation after tax, Total debt/Total net worth, Debt ratio %, Retained Earnings to Total Assets
0,0.580544997,0.004857786,0.102548599,0.93995832
0,0.546763745,0.005699487,0.113553224,0.93848555
0,0.535788854,0.003864708,0.087764912,0.932922504
0,0.608597891,0.006980731,0.128095051,0.940675413
0,0.552117351,0.00168796,0.045953382,0.940461719
0,0.529364527,0.009576049,0.151494997,0.934370417
0,0.549226404,0.005828979,0.115125314,0.936054897
0,0.54778093,0.006035984,0.117604378,0.936547864
0,0.440334065,0.007061892,0.128941561,0.914618953
0,0.558166925,0.008481748,0.142455483,0.934879343
0,0.548691043,0.018480015,0.198506515,0.933494968
0,0.558809358,0.000590923,0.0178674,0.937436736
0,0.616521227,0.00342334,0.08044865,0.946853589
0,0.596231062,0.007055508,0.128881096,0.945912404
1,0.528561486,0.024262486,0.215648336,0.925291388
0,0.558755822,0.003117847,0.075067267,0.938453736
0,0.52647358,0.003565599,0.082837017,0.952055169
0,0.60249478,0.007050949,0.128820631,0.946428727
0,0.525563467,0.002803235,0.06926263,0.908817853
0,0.551742599,0.008449831,0.14218339,0.936835265
0,0.598854328,0.006283114,0.120476464,0.951767414
0,0.479308314,0.007898121,0.137164797,0.923744946
0,0.536591895,0.004096335,0.091392811,0.93057569
0,0.542266717,0.00126939,0.035916196,0.935529468
0,0.610846405,0.002584375,0.065030081,0.946306517
0,0.525295787,0.005169662,0.106781147,0.913745679
0,0.535146421,0.024267046,0.215678568,0.931511546
0,0.622677874,0.004804895,0.101823019,0.941346663
0,0.5642165,0.002566137,0.064667291,0.944249231
0,0.540339419,0.006274907,0.120385767,0.933426757
0,0.531934258,0.009977293,0.154548478,0.926560537
0,0.617752556,0.00359934,0.083411434,0.956858346
0,0.721237754,0.005816212,0.114974151,0.970105041
0,0.542159645,0.020967727,0.206699519,0.935792557
0,0.614968681,0.008339489,0.141215951,0.954673848
0,0.523368489,0.005245351,0.107778819,0.934659939
0,0.56651855,0.002555194,0.064455664,0.941995188
0,0.563359923,0.000897327,0.026332497,0.937617562
0,0.550350661,0.003872915,0.087885842,0.941694447
0,0.593929011,0.003915775,0.088581189,0.946066581
0,0.552973928,0.002483152,0.063004505,0.944404802
0,0.583917769,0.004237682,0.09356955,0.941941147
0,0.530970609,0.003404189,0.080116093,0.934997107
0,0.544033406,0.009518599,0.151041509,0.940807148
0,0.556239627,0.002171276,0.05662545,0.957984424
0,0.508164249,0.005291859,0.108383469,0.922851409
0,0.596552278,0.001639628,0.044834779,0.942993619
0,0.528936239,0.007989312,0.138041539,0.938731441
0,0.552277959,0.009243199,0.14886477,0.948086066
0,0.538412121,0.003503588,0.081809112,0.929706106
0,0.506022806,0.00561559,0.112495087,0.876614172
0,0.518336099,0.000510674,0.015569731,0.934838021
0,0.531345361,0.014005234,0.17936935,0.934347602
0,0.595481557,0.002887132,0.070834719,0.950438293
0,0.581990471,0.005968502,0.1167881,0.941714742
0,0.624283955,0.005536253,0.111527648,0.941916068
0,0.585791531,0.007944628,0.137618285,0.942354813
0,0.507147064,0.005804357,0.114822989,0.929221611
0,0.543765726,0.006006803,0.117241588,0.936565324
0,0.54317683,0.014566976,0.182180972,0.93486
0,0.567696343,0.010491615,0.158297306,0.901173811
0,0.736334922,0.001755442,0.047495238,0.972603991
0,0.543872798,0.004427361,0.096411404,0.934356611
0,0.542534397,0.008256504,0.140460138,0.933729259
0,0.542587933,0.010747864,0.160081023,0.939305739
0,0.525081642,0.001144457,0.032772017,0.937325016
0,0.56068312,0.001653307,0.045137104,0.943570454
0,0.521548263,0.024259751,0.215648336,0.906989431
0,0.485946785,0.008352256,0.141336881,0.946886456
0,0.455163553,0.002084644,0.054781268,0.920723639
0,0.608490819,0.009110059,0.147776401,0.955430794
0,0.547995075,0.004940771,0.103697433,0.937382933
0,0.542695005,0.003653143,0.084318409,0.939712385
0,0.682959473,0.001871255,0.050095232,0.971996693
0,0.639488195,0.003802697,0.08676724,0.961051207
0,0.565073077,0.007842494,0.136650845,0.941371136
0,0.563895283,0.007312669,0.13148109,0.944596338
0,0.535253493,0.004903382,0.103183481,0.931956399
0,0.556079019,0.00020427,0.00643952,0.939806872
0,0.575726752,0.006206513,0.119599722,0.937312601
0,0.585309706,0.009669977,0.152220576,0.943334657
0,0.527008941,0.002256085,0.058409166,0.931564329
0,0.541142459,0.005394906,0.109713698,0.932700387
0,0.497189357,0.004287838,0.094325362,0.880898612
0,0.564323572,0.008309395,0.140943858,0.938695412
0,0.557738637,0.010238102,0.156483357,0.943496956
0,0.620215215,0.005777912,0.114520664,0.94854295
0,0.692114139,0.001775504,0.047948726,0.966920819
0,0.538893945,0.005856336,0.115457871,0.933229233
0,0.539964666,0.00999006,0.154639175,0.93637303
0,0.559023502,0.005160543,0.106660217,0.938813684
0,0.626371861,0.003686884,0.084862593,0.949752756
0,0.606563521,0.004623424,0.099253258,0.953686866
0,0.562075058,0.001459069,0.040571999,0.940561187
0,0.581080358,0.008878432,0.145871754,0.939544458
0,0.564109428,0.001629597,0.04459292,0.94569158
0,0.537287863,0.009399137,0.150104302,0.939037352
0,0.489212485,0.001165431,0.033316202,0.925641249
0,0.545318272,0.009534101,0.151162439,0.934079959
0,0.565608437,0.015541816,0.186715845,0.937791858
0,0.550243589,0.007631841,0.134655501,0.937894752
0,0.536859575,0.013880302,0.178734468,0.933738645
0,0.504416725,0.003164355,0.075913777,0.927353356
0,0.570105466,0.005165103,0.106720682,0.934226951
0,0.576422721,0.012392052,0.170541464,0.938503423
0,0.44311794,0.003111464,0.074946337,0.909341797
0,0.585577386,0.00435532,0.095323034,0.941116176
0,0.476899192,0.001229265,0.034918523,0.923963238
0,0.536859575,0.002968293,0.072346343,0.930083634
0,0.667273409,0.001880375,0.05030686,0.960268504
0,0.539429306,0.008147074,0.139462466,0.937572158
0,0.46945768,0.006694389,0.12504157,0.919445223
1,0.540714171,0.004249537,0.093750945,0.95524518
0,0.568981209,0.012206932,0.169453094,0.938133009
0,0.526794796,0.00637157,0.121474136,0.933307678
0,0.52240484,0.008594826,0.143453155,0.924789949
0,0.595106804,0.004959921,0.103939293,0.936985018
0,0.560629584,0.009029811,0.147111286,0.938924334
0,0.598854328,0.010622019,0.159204281,0.943249154
0,0.608490819,0.002826945,0.069716117,0.950193205
1,0.432946089,0.378620086,0.30537836,0.907144499
0,0.678462444,0.003580189,0.083109109,0.951547069
0,0.529418063,0.000445016,0.013665084,0.938340318
0,0.522779592,0.006634202,0.124376455,0.930339184
0,0.502382355,0.004372646,0.095595127,0.926176399
0,0.524385674,0.005611942,0.112464855,0.939127917
0,0.539964666,0.000454135,0.013937177,0.935035033
0,0.545425344,0.003026655,0.07340448,0.934582861
0,0.589217838,0.006665208,0.124739245,0.941358169
0,0.56598319,0.004921621,0.103425341,0.947120088
0,0.505166229,0.002144831,0.056051032,0.927610923
0,0.594999732,0.002416582,0.061674275,0.95120763
0,0.527169549,0.010934807,0.161350788,0.883673699
0,0.492103432,0.01143089,0.164615896,0.923820725
0,0.549761765,0.010411366,0.157722889,0.936598117
0,0.510680443,0.006931488,0.127581099,0.930024506
0,0.52443921,0.011985336,0.168092632,0.932778078
0,0.554794154,0.00088456,0.025969707,0.938819857
0,0.482413405,0.002737577,0.067992865,0.948707154
0,0.571711548,0.002312624,0.059558001,0.872370179
0,0.553027464,0.007833374,0.136560148,0.931023687
0,0.55458001,0.001138985,0.032651087,0.937704039
0,0.561700305,0.008154369,0.139553164,0.943293518
0,0.533272659,0.00481675,0.101974181,0.935396226
0,0.572246908,0.002991091,0.072769598,0.949321481
0,0.553723433,0.001152664,0.033013877,0.938613006
0,0.538572729,0.007272545,0.131088067,0.937642582
0,0.544675839,0.000357472,0.011065091,0.940760649
0,0.532683763,0.024062776,0.215164616,0.933921824
0,0.511162268,0.007646431,0.134776431,0.932855994
0,0.572032764,0.004033413,0.090425371,0.946914113
0,0.572300444,0.002298033,0.059255676,0.95623489
0,0.535949462,0.003737039,0.085678871,0.933688986
0,0.408801328,0.029037288,0.225927382,0.881744059
0,0.542748541,0.005579113,0.1120416,0.934895682
0,0.54141014,0.001701639,0.046255706,0.936329141
0,0.56651855,0.021698173,0.208846026,0.937450221
0,0.517961347,0.009043489,0.147232216,0.930520388
0,0.550725414,0.002477681,0.062913807,0.951767952
0,0.576636865,0.00432705,0.094930012,0.957662113
0,0.416135767,0.014358147,0.181153067,0.89382069
0,0.526312972,0.008800919,0.145206639,0.931504843
0,0.447240216,0.006157269,0.119025305,0.909237789
0,0.656619733,0.004000584,0.089911419,0.957848389
0,0.523368489,0.009303386,0.14934849,0.932691747
0,0.698592002,0.000769659,0.022855761,0.995112092
0,0.544675839,0.009420111,0.150285697,0.935559631
0,0.560094223,0.014023473,0.179460048,0.923347701
0,0.485946785,0.02327032,0.213139039,0.923746953
0,0.549708228,0.004604273,0.098981165,0.945205598
0,0.536324214,0.00130769,0.036883635,0.938446393
0,0.573638846,0.020448846,0.205097197,0.948293318
0,0.552063815,0.002951878,0.072044019,0.937059052
0,0.333636704,0.007088337,0.129213653,0.884449223
0,0.624551636,0.000745949,0.022220879,0.96636636
0,0.525831147,0.016008718,0.188771654,0.933431048
0,0.540767707,0.004780273,0.101460229,0.93586378
0,0.544086943,0.01900072,0.200320464,0.9395247
0,0.531024145,0.010548154,0.158690329,0.939054463
0,0.514106751,0.01132602,0.163950782,0.924721755
0,0.724503453,0.010849999,0.16077637,0.956598678
0,0.549975909,0.013013068,0.174108897,0.936355112
0,0.617324268,0.004761123,0.101188137,0.940313662
0,0.527276621,0.00384191,0.087402122,0.951535259
0,0.580652069,0.006032337,0.117543913,0.939353489
0,0.640933669,0.006850327,0.126734589,0.94397291
0,0.487713475,0.009368132,0.149862442,0.920018396
0,0.522190695,0.007602659,0.134353176,0.929929327
0,0.533112051,0.009399137,0.150104302,0.934438776
0,0.564270036,0.014198561,0.180367022,0.938058211
0,0.494780234,0.015270064,0.185506545,0.923853117
0,0.52647358,0.00315706,0.075762615,0.932865295
0,0.533058515,0.002238758,0.058016144,0.934108444
0,0.526955404,0.00073683,0.021979019,0.930659002
0,0.514320895,0.009667241,0.152220576,0.93257101
0,0.603244285,0.006657912,0.124648547,0.942332436
0,0.460945447,0.010391304,0.157571727,0.911071153
0,0.482841694,0.010974931,0.16162288,0.929753666
0,0.55838107,0.016120884,0.189255374,0.938004168
0,0.460784839,0.001024996,0.029718536,0.900008961
0,0.562396274,0.01261,0.171811228,0.937200927
0,0.524225066,0.009016132,0.147020588,0.93433349
0,0.552545639,0.000807047,0.023883665,0.935374822
0,0.509609722,0.007439426,0.132750854,0.933608881
0,0.63616896,0.006526596,0.123197388,0.954080286
1,0.552277959,0.019167601,0.200925114,0.92642941
0,0.523903849,0.007611778,0.134443873,0.932895052
0,0.555061834,0.002436645,0.062067298,0.938100693
0,0.529364527,0.010158765,0.15590894,0.944140614
0,0.548744579,0.000723151,0.021585996,0.93852339
0,0.556186091,0.001523815,0.042113856,0.935009562
0,0.557738637,0.005291859,0.108383469,0.937518558
0,0.598747256,0.004533144,0.097953261,0.937811321
0,0.523636169,0.009587904,0.151585694,0.937401607
0,0.547138498,0.002434821,0.062037065,0.945437931
0,0.708442636,0.002970116,0.072376576,0.968470612
0,0.622196049,0.003433371,0.080599813,0.95546449
0,0.542695005,0.005223465,0.107476494,0.941450473
0,0.592215857,0.002693805,0.067176588,0.952215373
0,0.554954762,0.00739383,0.132297367,0.937157535
0,0.542909149,0.020892038,0.206457659,0.937242851
0,0.598907864,0.008637686,0.143815945,0.947345583
0,0.620375823,0.003239132,0.077244006,0.955617907
0,0.408265967,0.043513072,0.245669196,0.898115911
0,0.68911612,0.003673205,0.084650966,0.956249408
0,0.567000375,0.011800217,0.16697403,0.934000508
0,0.553776969,0.005559051,0.11179974,0.939339139
0,0.525831147,0.009048049,0.147262448,0.935485884
0,0.626746614,0.004256833,0.093841642,0.957162387
0,0.545425344,0.018884907,0.199927442,0.937114351
0,0.527865517,0.003686884,0.084862593,0.932899062
0,0.564858932,0.012922788,0.173594945,0.939781416
0,0.568392312,0.008017582,0.138283399,0.940144492
0,0.552117351,0.005469683,0.110650905,0.940799638
0,0.507093527,0.012589938,0.171690298,0.922597587
0,0.61363028,0.00341422,0.080297488,0.9586984
0,0.589753199,0.003216334,0.076820752,0.948890175
0,0.632100219,0.013479058,0.176648426,0.945315628
0,0.601316987,0.002078261,0.054630106,0.945592546
0,0.536966647,0.008039468,0.138495027,0.939305798
0,0.582525831,0.003023008,0.073344015,0.944139122
0,0.549172868,0.006475529,0.122653203,0.932892873
0,0.476310295,0.00197339,0.052362669,0.94097186
0,0.560843728,0.011070683,0.162257762,0.942792318
0,0.586701644,0.004415506,0.096230009,0.940249136
0,0.530595856,0.003938573,0.088943979,0.936578394
0,0.596605814,0.009042577,0.147232216,0.943131884
0,0.54778093,0.006600461,0.124013665,0.941614902
0,0.575566144,0.001596768,0.043837107,0.949215058
0,0.609133251,0.007698411,0.135290383,0.945394393
0,0.632100219,0.019662773,0.202557668,0.941308478
0,0.546603137,0.007533353,0.133688061,0.937525899
0,0.527544301,0.000894591,0.026241799,0.93218204
0,0.518014883,0.024100165,0.215255313,0.927788328
0,0.606831201,0.009665417,0.152190344,0.95084176
0,0.62326677,0.002172188,0.05662545,0.932371201
0,0.513999679,0.011444569,0.164706594,0.914987344
0,0.535895926,0.006080668,0.11811833,0.932654007
0,0.489319557,0.013410664,0.176285637,0.859882783
0,0.544889983,0.001475483,0.040965021,0.934867436
0,0.676428074,0.002743049,0.068113795,0.961200844
0,0.551903207,0.007599923,0.134322943,0.93989475
0,0.490604422,0.012190518,0.169362397,0.939656871
0,0.548102147,0.008614888,0.14363455,0.932718498
0,0.689330264,0.00086541,0.025455755,0.966794302
0,0.55688206,0.001441742,0.040148744,0.936280246
0,0.555971947,0.002801412,0.069202165,0.960472418
0,0.465174795,0.0087918,0.145146174,0.916527297
0,0.580437925,0.003037598,0.073616108,0.948613917
0,0.538786873,0.009076318,0.147504308,0.946268942
1,0.452593822,0.023778258,0.214439036,0.915840016
0,0.5262059,0.009535925,0.151192672,0.935576787
0,0.576690401,0.003390511,0.079874233,0.949114856
0,0.553402216,0.004546822,0.098164888,0.962895742
0,0.52267252,0.006276731,0.120385767,0.932900305
0,0.579634884,0.002003484,0.053027784,0.945986056
0,0.565501365,0.021072598,0.207001844,0.938757836
0,0.589860271,0.008820069,0.145388034,0.94716328
0,0.561325553,0.003438842,0.08069051,0.941674531
0,0.572996413,0.010021977,0.154881035,0.939266108
0,0.565554901,0.010580071,0.158901956,0.946070002
0,0.454199904,0.013469027,0.176587961,0.910920673
0,0.536591895,0.003882946,0.088067237,0.935734499
1,0.537769688,0.008997893,0.146869426,0.93819034
0,0.550939558,0.009876982,0.153792666,0.934243057
0,0.50923497,0.005189725,0.107023007,0.939202924
0,0.565287221,0.005880046,0.115729963,0.944384052
0,0.561379089,0.005317393,0.108716026,0.94317183
0,0.561218481,0.004860522,0.102578831,0.943518457
0,0.593447187,0.005845393,0.115336941,0.945056187
0,0.429573318,0.007989312,0.138011307,0.896988131
0,0.55918411,0.010625667,0.159234513,0.953279967
0,0.568178168,0.007025415,0.128548538,0.940542252
0,0.695647519,0.005007341,0.104604408,0.959770217
0,0.50923497,0.042548263,0.244701757,0.919254414
0,0.531505969,0.001398882,0.039120839,0.933914134
0,0.541249532,0.018099746,0.197115821,0.933678571
0,0.534932277,0.007300814,0.131390392,0.936670983
0,0.494405482,0.009729252,0.152674064,0.932897041
0,0.555436587,0.007801457,0.136257823,0.939701532
0,0.536752503,0.001052353,0.030413883,0.932054006
0,0.523261417,0.009927138,0.154185688,0.935424655
0,0.552224423,0.008404235,0.141790368,0.937098287
0,0.541999036,0.008070473,0.138767119,0.932181743
0,0.609079715,0.004909766,0.103274178,0.947163838
0,0.52797259,0.005383051,0.109562536,0.945172472
0,0.557899245,0.000991255,0.028811561,0.935824268
0,0.685475668,0.004576004,0.09855791,0.961267475
0,0.523529097,0.001218322,0.034646431,0.928766325
0,0.549387012,0.009656298,0.152129879,0.931145588
0,0.5118047,0.016779289,0.19200653,0.888536797
0,0.434498635,0.006343301,0.121141579,0.909182647
0,0.541142459,0.022128599,0.210055325,0.936425643
0,0.591198672,0.00827839,0.140671766,0.949423645
0,0.543283902,0.014127431,0.180004233,0.932573447
0,0.580598533,0.007182265,0.130181093,0.942611068
0,0.532897907,0.011535761,0.165311243,0.930459971
0,0.49783179,0.010579159,0.158901956,0.91779927
0,0.527116013,0.007711177,0.135411313,0.934235452
0,0.540446491,0.020343063,0.20476464,0.934259298
0,0.655602548,0.002333598,0.059981256,0.95574768
0,0.536163606,0.025663192,0.218943677,0.933711203
0,0.453236255,0.002820562,0.069564955,0.909076539
0,0.566625622,0.001024996,0.029688303,0.937081649
0,0.507628888,0.014577919,0.182211204,0.914831508
0,0.552492103,0.00734641,0.131843879,0.941199498
0,0.526045292,0.002056375,0.054176618,0.925708921
0,0.470635473,0.012655596,0.172083321,0.909889509
0,0.531505969,0.005784295,0.114581129,0.936497217
0,0.597890679,0.003879299,0.08797654,0.946447119
0,0.555811339,0.007340027,0.131753182,0.95128404
0,0.531291825,0.011717233,0.166460078,0.934651616
0,0.553081,0.003810905,0.08688817,0.93156951
0,0.528347342,0.008206349,0.140006651,0.932591295
0,0.511108732,0.004106366,0.091574206,0.935143136
0,0.547406178,0.00166425,0.045409197,0.935770363
0,0.714920499,0.001479131,0.041055718,0.990340658
1,0.511055196,0.009071759,0.147474076,0.931435729
0,0.566304406,0.008776297,0.144995012,0.949797894
0,0.653246962,0.003857413,0.087643982,0.964449207
0,0.572032764,0.004510346,0.097620703,0.945467727
0,0.52824027,0.004082656,0.091181183,0.932757596
0,0.629744633,0.004948066,0.103788131,0.958010676
0,0.549333476,0.009960879,0.154427548,0.935626524
0,0.517158306,0.002215048,0.057532424,0.931570625
0,0.547192034,0.006545746,0.123409015,0.934330997
0,0.53937577,0.019090088,0.200653022,0.932503578
0,0.611810054,0.002077349,0.054599873,0.954739055
0,0.547995075,0.00519702,0.107113704,0.934230329
0,0.533647412,0.003434283,0.080630045,0.929628409
0,0.638952835,0.010266371,0.156664752,0.95163557
0,0.562610418,0.008128836,0.139311304,0.957021779
0,0.671931046,0.001122571,0.032227832,0.960800585
0,0.55714974,0.011726352,0.16649031,0.941471816
0,0.500026768,0.008155281,0.139553164,0.929825695
0,0.68028267,0.002211401,0.057471959,0.965745801
0,0.564912469,0.023476413,0.213683224,0.939375412
0,0.555597195,0.006207425,0.119599722,0.940319967
0,0.468761711,0.00237737,0.06088823,0.908881757
0,0.609293859,0.002460354,0.062551017,0.956086028
0,0.536645431,0.004257744,0.093871875,0.936121512
0,0.61186359,0.006950638,0.127762494,0.950711923
0,0.474275925,0.012498746,0.171176346,0.920127459
0,0.504845013,0.004591506,0.09879977,0.927628756
0,0.553081,0.014705587,0.182846086,0.944268948
0,0.599336153,0.002790469,0.06902077,0.956710301
0,0.42207827,0.037358539,0.238776189,0.909028821
0,0.620804112,0.005509808,0.111164858,0.949676329
0,0.555864875,0.003876563,0.087946307,0.941475391
0,0.869157878,0.004971776,0.104120688,0.978901697
0,0.498153006,0.00170711,0.046406869,0.92874422
0,0.538251512,0.014276074,0.180760045,0.91922849
0,0.630922426,0.003202656,0.076578892,0.953082992
0,0.584346057,0.002858862,0.070290534,0.942966016
0,0.606884737,0.007957395,0.137739215,0.945651232
0,0.500990417,0.010495263,0.158327539,0.913886457
0,0.541303068,0.029478657,0.226743659,0.932968443
0,0.590127951,0.00536846,0.109350908,0.959685282
0,0.53027464,0.004229475,0.09344862,0.9328636
0,0.606831201,0.003874739,0.087916075,0.95711368
0,0.625247604,0.003829143,0.087190495,0.942244159
0,0.561164945,0.003041246,0.073676573,0.942228715
0,0.536698967,0.002032665,0.053662666,0.942158095
0,0.667219873,0.00124568,0.035341778,0.957593178
0,0.552063815,0.007850701,0.136741542,0.937318705
0,0.635580063,0.00275308,0.06829519,0.954006269
0,0.497349965,0.003940397,0.088974212,0.926245328
0,0.568874137,0.004025205,0.090304441,0.943550989
0,0.540018202,0.00827839,0.140671766,0.912801887
0,0.565394293,0.005718637,0.113795084,0.940454915
0,0.541570748,0.008048587,0.138585724,0.947015899
0,0.512018845,0.002839712,0.069957977,0.923012151
0,0.510412763,0.014616219,0.182422832,0.925624904
0,0.464960651,0.004166553,0.09248118,0.91711631
0,0.61716366,0.002248789,0.058227772,0.948933203
0,0.552866856,0.007577125,0.134111316,0.932833397
0,0.518336099,0.013111555,0.174653082,0.923174317
0,0.518924996,0.014367266,0.1811833,0.915355996
0,0.548048611,0.005801621,0.114792756,0.927374423
0,0.603030141,0.009278764,0.149136862,0.942067663
0,0.506772311,0.006266699,0.120264837,0.925850632
0,0.644359976,0.001501017,0.041569671,0.953439837
0,0.559237647,0.001705286,0.046346404,0.94387946
0,0.618448525,0.004830429,0.102155576,0.94919459
0,0.599871513,0.005072999,0.10548115,0.948436939
0,0.531131217,0.003777164,0.086343985,0.934666045
0,0.56448418,0.006356067,0.121292741,0.948818189
0,0.506558167,0.014428364,0.181485624,0.939439935
0,0.564912469,0.008558349,0.14315083,0.93943196
0,0.55918411,0.002724811,0.067781238,0.945066551
0,0.605332191,0.007074659,0.129062491,0.939391543
0,0.5832218,0.008029437,0.138404329,0.937928888
0,0.53557471,0.004416418,0.096230009,0.936558071
0,0.561004336,0.003007505,0.073071923,0.9400766
0,0.55158199,0.00384191,0.087402122,0.95776873
0,0.589539055,0.007692027,0.135229918,0.950349589
0,0.530863537,0.006010451,0.117302053,0.933430864
0,0.695540446,0.00170711,0.046406869,0.962378216
0,0.502114674,0.015407764,0.186111195,0.913749112
0,0.558327534,0.005973062,0.116848565,0.942835269
0,0.54017881,0.012363782,0.170390301,0.932429789
1,0.386583864,0.018997073,0.200320464,0.902171489
0,0.49456609,0.019235995,0.201136742,0.925410206
0,0.544301087,0.012914581,0.17353448,0.948566074
0,0.590127951,0.006384337,0.121625299,0.948296672
0,0.530381712,0.011175553,0.162953109,0.934602336
0,0.527383693,0.020096846,0.203978595,0.935824
0,0.560790192,0.005857248,0.115457871,0.938309951
0,0.546549601,0.015706873,0.187471657,0.936861249
0,0.504309653,0.033158245,0.232911086,0.920456077
0,0.541463676,0.004579651,0.098618375,0.940252924
0,0.641469029,0.004235858,0.093539317,0.956372834
0,0.491086247,0.001934178,0.051485927,0.925474569
0,0.633706301,0.003701475,0.085104453,0.958017738
0,0.601852348,0.0029765,0.072497506,0.960395801
0,0.631457787,0.005274533,0.108141609,0.950862291
0,0.601477595,0.004785745,0.101550927,0.950289108
0,0.525081642,0.004897911,0.103092784,0.938366566
0,0.491568071,0.004010615,0.090062581,0.926282781
0,0.514106751,0.000890944,0.026151102,0.92717911
0,0.613309064,0.002941847,0.071862624,0.943508358
0,0.545907168,0.015017463,0.184327478,0.934305293
1,0.54927994,0.012774145,0.172748435,0.902946483
0,0.525991755,0.009625293,0.151888019,0.930004583
0,0.54954762,0.003262842,0.077667261,0.958501374
0,0.565876118,0.002747608,0.068204493,0.93518421
0,0.537662616,0.011385294,0.164343804,0.935626192
0,0.574602495,0.00663329,0.124376455,0.942739511
0,0.562931634,0.003930366,0.088792817,0.957008184
0,0.531720113,0.007608131,0.134413641,0.93518867
0,0.569998394,0.007778659,0.136046195,0.939236635
0,0.536163606,0.014599805,0.182332134,0.934449827
0,0.58525617,0.003515443,0.081990507,0.948554747
0,0.582044007,0.015803536,0.187894912,0.942157295
0,0.531398897,0.00395134,0.089155607,0.932024749
0,0.577814658,0.002994738,0.072830063,0.935537678
1,0.469564752,0.042598419,0.244731989,0.909091383
0,0.661170298,0.004564149,0.098406748,0.950492623
0,0.60956154,0.005278181,0.108202074,0.945701375
0,0.578457091,0.01330397,0.175680987,0.938945579
0,0.568713529,0.00142168,0.039665024,0.937605973
0,0.366400771,0.010567304,0.158811259,0.888869116
0,0.526901868,0.019025342,0.200411162,0.934016145
0,0.582739975,0.004186615,0.092783505,0.941490895
0,0.559077038,0.010755159,0.160141488,0.943061117
0,0.516783554,0.009354453,0.149741512,0.928265267
0,0.526580652,0.007480462,0.133174109,0.935556668
1,0.547673858,0.003420604,0.080388185,0.932734257
0,0.53787676,0.013520094,0.176860054,0.933199423
0,0.529578671,0.002568873,0.064727756,0.940382783
0,0.579527812,0.001002198,0.029113886,0.941889849
0,0.582418759,0.004720999,0.100643952,0.948282635
0,0.553241608,0.006827529,0.126462497,0.944814079
0,0.512714813,0.006843943,0.126643892,0.930729005
0,0.548316291,0.007777747,0.136046195,0.93700205
1,0.228652497,0.017482377,0.194787919,0.838188848
0,0.530167568,0.00703271,0.128639236,0.936024659
0,0.518817924,0.010759719,0.160171721,0.928350433
0,0.535735318,0.01100776,0.161834507,0.935301991
0,0.498474222,0.003383215,0.079753303,0.92609005
0,0.682905937,0.002011691,0.053178946,0.975191046
0,0.553455752,0.015383142,0.186020498,0.938351555
0,0.556667916,0.00985692,0.153641503,0.930800729
0,0.653193426,0.005558139,0.11179974,0.957894342
0,0.588414797,0.002151214,0.056171962,0.944217458
0,0.697628353,0.001685224,0.045892917,0.963772479
0,0.558595214,0.01596677,0.188590259,0.93813097
0,0.49199636,0.014898914,0.183753061,0.895766836
0,0.483965951,0.008831924,0.145478731,0.921014084
0,0.566357942,0.041236925,0.243311062,0.942662165
0,0.522030087,0.00526359,0.108020679,0.932699818
0,0.533112051,0.003202656,0.076578892,0.933330821
0,0.417688313,0.018191849,0.197448378,0.907159322
0,0.596498742,0.017164118,0.193548387,0.940820835
0,0.541195996,0.003587485,0.083230039,0.944644294
0,0.571443867,0.003678677,0.084741663,0.934363049
0,0.529203919,0.026131006,0.220001814,0.925386473
0,0.453611007,0.022486982,0.211052998,0.904078653
0,0.558434606,0.007798721,0.13622759,0.95647633
0,0.595106804,0.003177122,0.076125404,0.94431083
0,0.518068419,0.004409123,0.096139311,0.931355541
0,0.55281332,0.005856336,0.115457871,0.937105989
0,0.548905188,0.002084644,0.054781268,0.960456961
0,0.534503988,0.003022096,0.073344015,0.938176924
0,0.53000696,0.010300112,0.156936844,0.930064101
0,0.523636169,0.006428109,0.122109018,0.931734149
0,0.602923069,0.006501062,0.122925296,0.946086717
0,0.589378446,0.006273083,0.120355534,0.946786289
0,0.540767707,0.011926062,0.167729842,0.942465725
0,0.535467637,0.008949562,0.146446171,0.929783022
0,0.517586595,0.001036851,0.029990628,0.929912742
0,0.526527116,0.007088337,0.129213653,0.932930546
0,0.543390974,0.011021439,0.161925205,0.932878641
0,0.570854971,0.004876025,0.102790459,0.938776486
0,0.56448418,0.006362451,0.121383439,0.932565476
0,0.519032068,0.010641169,0.159325211,0.933049961
0,0.526259436,0.013509151,0.176799589,0.926757143
0,0.569034745,0.004371734,0.095595127,0.963298891
0,0.540981851,0.013068695,0.174411222,0.934868814
0,0.532416082,0.004582387,0.09867884,0.936246852
0,0.508646073,0.003579278,0.083078877,0.945757727
0,0.45045238,0.001965183,0.052181274,0.903727925
0,0.644627657,0.019278855,0.201287904,0.945594979
0,0.62299909,0.002887132,0.070834719,0.952588091
0,0.635312383,0.005732316,0.113946247,0.953206579
0,0.596605814,0.003253723,0.077485866,0.953750947
0,0.564323572,0.012484155,0.171085649,0.939316704
0,0.601424059,0.002823298,0.069625419,0.949515869
0,0.5832218,0.002675567,0.066813798,0.942278167
0,0.674982601,0.007537913,0.133718294,0.954491036
0,0.689919161,0.001913204,0.051032439,0.952358879
0,0.563413459,0.004152874,0.092269553,0.946606524
0,0.533165587,0.002414758,0.061644043,0.936247464
0,0.548262755,0.009482122,0.150769417,0.945299509
0,0.556721452,0.011577709,0.165583336,0.937764857
0,0.52417153,0.004623424,0.099253258,0.932629272
